x,year,date,CHC,CHC_per,CIN,CIN_per,MIL,MIL_per,PIT,PIT_per,STL,STL_per
1218,2013,2013/5/31,24645,58.16066456,38023,88.86162331,24230,53.50439429,12973,32.83140153,41470,87.31996968
1220,2013,2013/6/1,31465,74.25543966,35138,82.11923625,25912,57.21856644,18877,47.77294124,36681,77.23616609
1225,2013,2013/6/2,29667,70.01227168,37519,87.6837505,21581,47.65490439,11872,30.04504732,37535,79.03436368
1236,2013,2013/6/7,31614,74.60707037,39088,91.35058076,31417,69.37464117,11556,29.24533077,39821,83.84780595
1238,2013,2013/6/8,38405,90.63340728,28892,67.52202669,38300,84.5735989,13554,34.30176646,37800,79.5923524
1240,2013,2013/6/9,31858,75.18289517,28993,67.75806866,32594,71.9736784,16434,41.59032242,43050,90.64684578
1243,2013,2013/6/10,28052,66.20097229,36567,85.45887962,41221,91.02371594,29743,75.27205547,40881,86.0797608
1244,2013,2013/6/11,30937,73.00939255,40929,95.65308841,30172,66.62544716,32925,83.3248975,38412,80.88099048
1246,2013,2013/6/12,24749,58.40609808,30702,71.75208582,28061,61.96396237,28471,72.05294326,38143,80.3145793
1247,2013,2013/6/13,28986,68.4051541,27509,64.28988759,31792,70.20271165,12675,32.07723845,44068,92.79036469
1262,2013,2013/6/21,33119,78.15877661,40757,95.25111594,32519,71.8080643,24552,62.13493952,39426,83.01608692
1264,2013,2013/6/22,38870,91.73077831,33596,78.51550632,31619,69.82069514,19980,50.56435694,42410,89.2992504
1266,2013,2013/6/23,35121,82.88337188,34965,81.71492673,39677,87.61427373,20834,52.72561624,39878,83.96782616
1282,2013,2013/7/5,38615,91.12899419,32669,76.34906167,25341,55.95769112,35730,90.42364731,43477,91.54594458
1286,2013,2013/7/6,36590,86.35012036,40831,95.42405758,25369,56.01952038,33912,85.82274637,42175,88.80443022
1289,2013,2013/7/7,33146,78.22249493,34728,81.16104606,35239,77.81433556,29407,74.42172395,42359,89.19186389
1296,2013,2013/7/9,31579,74.52447255,40824,95.40769824,30316,66.94342622,19966,50.52892646,38042,80.1019119
1299,2013,2013/7/10,31111,73.42002171,39095,91.3669401,37446,82.68780639,36878,93.3289467,39222,82.58654089
1302,2013,2013/7/11,35379,83.4922358,41598,97.21657435,30073,66.40683655,37263,94.30328491,43798,92.22184789
1303,2013,2013/7/12,37322,88.07759475,39618,92.58921685,30348,67.01408824,38438,97.27691451,44172,93.00934894
1305,2013,2013/7/13,42240,99.68376835,34640,80.95538573,28242,62.36364439,35351,89.4644936,44139,92.93986356
1306,2013,2013/7/14,35178,83.01788833,29746,69.51786674,25551,56.42141059,30301,76.68421319,43878,92.39029731
1325,2013,2013/7/29,32848,77.51923349,30288,70.78454743,34372,75.89983659,33197,84.01326112,43651,91.91232208
1328,2013,2013/7/30,34996,82.58837967,34777,81.27556148,34824,76.89793755,35328,89.40628638,45228,95.23288133
1329,2013,2013/7/31,29817,70.36626233,38567,90.1329781,35690,78.81022833,23743,60.0875639,44651,94.01793986
1332,2013,2013/8/1,34005,80.24968141,20349,47.55661502,35055,77.40802897,24560,62.1551855,44063,92.7798366
1333,2013,2013/8/2,32520,76.74517393,20092,46.95599336,36076,79.66258888,23474,59.40679253,46177,97.23111261
1339,2013,2013/8/3,40490,95.55387738,23297,54.44623618,33037,72.95190567,39036,98.79030217,45475,95.75296892
1343,2013,2013/8/4,38409,90.64284703,21166,49.46598425,37046,81.8045312,37490,94.87776484,43741,92.10182768
1359,2013,2013/8/12,33277,78.53164676,34230,79.99719554,34175,75.46482357,32084,81.19653794,43836,92.30186137
1360,2013,2013/8/13,33286,78.5528862,33430,78.12755615,32972,72.80837345,17402,44.04008706,44313,93.30624105
1362,2013,2013/8/14,33642,79.39302402,33743,78.85905256,38093,84.116504,33861,85.69367819,43929,92.49768382
1367,2013,2013/8/16,35258,83.20668334,32951,77.00810956,37028,81.76478382,31679,80.17158475,45288,95.35921839
1371,2013,2013/8/17,41981,99.07254448,20219,47.25279862,32340,71.41279866,31999,80.98142431,44033,92.71666807
1372,2013,2013/8/18,33830,79.83669231,23894,55.84145458,28175,62.2156958,37487,94.8701726,44780,94.28956456
1376,2013,2013/8/19,31290,73.84245056,21418,50.05492066,29733,65.65605264,38424,97.24148403,44317,93.31466352
1379,2013,2013/8/20,30975,73.09907018,33778,78.94084928,23252,51.34478647,37980,96.11783165,45567,95.94668576
1382,2013,2013/8/21,31936,75.36697031,40799,95.34927201,25558,56.43686791,27907,70.62560105,42464,89.41295376
1385,2013,2013/8/22,29393,69.36564875,34041,79.55549323,29041,64.12798657,28173,71.29878018,41770,87.95165502
1399,2013,2013/8/30,27763,65.5189503,22920,53.56516862,39665,87.58777547,33646,85.14956724,43523,91.642803
1403,2013,2013/8/31,36410,85.92533157,21396,50.00350557,25929,57.25610564,39091,98.92949334,42664,89.83407732
1406,2013,2013/9/1,31859,75.18525511,22088,51.62074365,26725,59.01382326,37982,96.12289315,43908,92.45346585
1408,2013,2013/9/2,26978,63.66639921,21269,49.70670032,24464,54.02111028,37518,94.9486258,43240,91.04691316
1412,2013,2013/9/3,30024,70.85476943,28887,67.51034144,22506,49.69747825,23801,60.23434732,40243,84.73637665
1416,2013,2013/9/6,25351,59.82678057,26223,61.28444226,24632,54.39208585,20634,52.21946652,40644,85.58072939
1419,2013,2013/9/7,34929,82.43026384,40107,93.73203393,21625,47.75206466,23747,60.0976869,41502,87.38734945
1448,2013,2013/9/20,29539,69.71019965,40707,95.13426348,37148,82.02976637,38026,96.23424609,37363,78.67219742
1451,2013,2013/9/21,34612,81.68216359,40142,93.81383066,35008,77.30424414,39514,100,41134,86.6124821
1455,2013,2013/9/22,30515,72.01349884,30502,71.28467597,27389,60.48006006,23541,59.57635269,43633,91.87442096
1458,2013,2013/9/23,32289,76.20002832,35356,82.62871299,27469,60.6567151,35962,91.01078099,44009,92.66613324
1461,2013,2013/9/24,34138,80.56355312,17756,41.49664633,42828,94.57227399,37534,94.98911778,35159,74.03141582
1463,2013,2013/9/25,26171,61.76192949,18462,43.1466031,32152,70.99765932,36559,92.5216379,35201,74.11985176
1472,2014,2014/4/5,30651,72.33445037,16825,39.32085349,27090,59.81981186,20633,52.21693577,35698,75.16634381
1474,2014,2014/4/8,26177,61.77608911,17579,41.08298862,27470,60.65892329,22520,56.99245837,40608,85.50492715
1476,2014,2014/4/9,28247,66.66116015,21847,51.05751478,26668,58.88795654,27640,69.94989118,45110,94.98441843
1478,2014,2014/4/10,25502,60.18313117,16779,39.21334923,25408,56.10563971,26242,66.41190464,40156,84.55318791
1494,2014,2014/4/18,28699,67.72785198,32759,76.55939611,25815,57.00437221,37940,96.01660171,35050,73.80190348
1497,2014,2014/4/19,32966,77.79770614,38243,89.37577415,28095,62.03904076,39425,99.77476338,35134,73.97877537
1499,2014,2014/4/20,27927,65.90598008,32953,77.01278366,32868,72.5787219,38699,97.93743989,35208,74.13459109
1502,2014,2014/4/21,32439,76.55401897,27187,63.53735773,40008,88.34518394,17584,44.5006833,40506,85.29015413
1505,2014,2014/4/22,35381,83.49695568,37984,88.77047839,45286,100,31564,79.88054867,41374,87.11783037
1508,2014,2014/4/23,32323,76.2802662,33143,77.45682302,27220,60.1068763,32490,82.22402187,40526,85.33226649
1509,2014,2014/4/24,33085,78.07853873,23269,54.3807988,27497,60.71854436,21761,55.07162019,39783,83.76779247
1523,2014,2014/5/2,28160,66.45584557,27686,64.7035453,24013,53.02521751,12864,32.55554993,38940,81.99275667
1528,2014,2014/5/4,30023,70.8524095,37271,87.10416228,40123,88.59912556,11926,30.18170775,40597,85.48176535
1531,2014,2014/5/5,33146,78.22249493,41585,97.18619271,43085,95.1397783,16705,42.27615529,44030,92.71035122
1534,2014,2014/5/6,34305,80.95766272,42273,98.79408259,43544,96.15333657,24547,62.12228577,42520,89.53086836
1554,2014,2014/5/16,35771,84.41733138,27152,63.45556101,24176,53.38515214,31439,79.56420509,44808,94.34852186
1556,2014,2014/5/17,36671,86.54127531,26333,61.54151768,24962,55.12078788,29496,74.64696057,47492,100
1558,2014,2014/5/18,37631,88.8068155,25532,59.66954124,34743,76.71907433,18881,47.78306423,40672,85.63968668
1560,2014,2014/5/20,38753,91.4546656,38331,89.58143448,42889,94.70697346,23975,60.67469758,41137,86.61879896
1563,2014,2014/5/21,34808,82.14471138,36347,84.94472879,25552,56.42361878,33696,85.27610467,43903,92.44293776
1590,2014,2014/6/3,34697,81.8827583,30222,70.63030218,28280,62.44755554,34914,88.35855646,45302,95.38869704
1593,2014,2014/6/4,28185,66.51484401,31915,74.58692655,36100,79.71558539,32065,81.14845371,44135,92.93144108
1595,2014,2014/6/5,28833,68.04408364,27692,64.7175676,42332,93.47701276,22787,57.66816824,43193,90.94794913
1596,2014,2014/6/6,28495,67.24642469,27014,63.13304821,36277,80.10643466,19365,49.00794655,46254,97.39324518
1599,2014,2014/6/7,33786,79.73285505,33557,78.4243614,28708,63.39265998,23468,59.39160804,41986,88.40646846
1603,2014,2014/6/8,33134,78.19417567,33103,77.36334105,25634,56.60469019,31592,79.95140963,40514,85.30699907
1625,2014,2014/6/20,36423,85.95601076,42530,99.39470425,38330,84.63984454,38889,98.41828213,40531,85.34279458
1627,2014,2014/6/21,36563,86.28640204,36089,84.34177008,42213,93.2142384,38047,96.28739181,40783,85.87341026
1630,2014,2014/6/22,33573,79.23018832,42120,98.43651406,31102,68.67906196,35544,89.95292808,44434,93.5610208
1633,2014,2014/6/23,27747,65.4811913,38754,90.57000631,30149,66.57465883,38525,97.49708964,43627,91.86178725
1635,2014,2014/6/24,28226,66.61160145,27923,65.25742597,39049,86.22753169,35002,88.58126234,42501,89.49086162
1637,2014,2014/6/25,28207,66.56676264,26558,62.06735376,27056,59.74473347,24075,60.92777244,43701,92.01760296
1640,2014,2014/6/26,28867,68.12432152,17371,40.59688238,34132,75.36987148,31567,79.88814091,44981,94.71279373
1642,2014,2014/6/27,30683,72.40996838,32810,76.67858562,40816,90.12939981,20540,51.98157615,42252,88.96656279
1645,2014,2014/6/28,32267,76.14810969,36613,85.56638388,43656,96.40065362,25431,64.35946753,40542,85.36595637
1675,2014,2014/7/11,39544,93.32137632,42789,100,28080,62.00591794,23565,59.63709065,40787,85.88183273
1676,2014,2014/7/12,36806,86.8598669,35022,81.84813854,26126,57.69111867,23329,59.03983398,47311,99.61888318
1681,2014,2014/7/13,36363,85.8144145,38812,90.70555517,26480,58.47281721,30710,77.71928937,45202,95.17813526
1691,2014,2014/7/22,32730,77.24076084,32999,77.12028792,36394,80.36479265,36647,92.74434378,45267,95.31500042
1694,2014,2014/7/23,30718,72.4925662,31982,74.74350885,35501,78.3928808,37952,96.04697069,41337,87.03992251
1699,2014,2014/7/24,31321,73.91560863,30288,70.78454743,40198,88.76473965,38930,98.52204282,43107,90.766866
1702,2014,2014/7/25,41534,98.01765233,33153,77.48019351,35345,78.04840348,37290,94.37161512,44426,93.54417586
1705,2014,2014/7/26,41927,98.94510785,26332,61.53918063,31350,69.22669258,21426,54.22381941,42734,89.98147056
1707,2014,2014/7/27,35256,83.20196347,33863,79.13949847,33485,73.94117387,24161,61.14541681,41239,86.83357197
1709,2014,2014/7/28,29702,70.0948695,31862,74.46306294,38192,84.3351146,27473,69.52725616,41192,86.73460793
1711,2014,2014/7/29,28590,67.47061878,31193,72.89957699,29755,65.70463278,38977,98.640988,41519,87.42314495
1714,2014,2014/7/30,29491,69.59692264,36122,84.41889271,33097,73.08439694,37821,95.71544263,44785,94.30009265
1729,2014,2014/8/8,34937,82.44914334,35903,83.90707892,39292,86.76412136,33408,84.54724908,45325,95.43712625
1732,2014,2014/8/9,36739,86.70175107,32870,76.81880857,39040,86.207658,37833,95.74581161,42209,88.87602122
1734,2014,2014/8/10,33039,77.96998159,20243,47.3088878,40465,89.35432584,37396,94.63987447,42221,88.90128864
1738,2014,2014/8/11,28927,68.26591778,31160,72.82245437,33394,73.74022877,35609,90.11742673,42106,88.65914259
1740,2014,2014/8/12,28819,68.01104451,41502,96.99221763,38229,84.41681756,28255,71.50630156,44061,92.77562537
1743,2014,2014/8/13,31191,73.60881673,29642,69.27481362,37434,82.66130813,30629,77.51429873,44789,94.30851512
1745,2014,2014/8/14,38157,90.04814273,19481,45.52805628,43612,96.30349335,30785,77.90909551,43484,91.5606839
1753,2014,2014/8/19,31064,73.30910464,20497,47.90249831,42221,93.2319039,26734,67.65703295,46131,97.13425419
1757,2014,2014/8/20,30633,72.29197149,21316,49.81654163,39300,86.78178687,26976,68.26947411,45445,95.68980039
1761,2014,2014/8/21,30541,72.07485722,29089,67.98242539,37437,82.66793269,38088,96.3911525,42160,88.77284595
1763,2014,2014/8/22,33761,79.67385661,33762,78.9034565,40557,89.55747913,38614,97.72232626,42448,89.37926388
1765,2014,2014/8/23,37156,87.68584509,31444,73.48617635,42761,94.4243254,38030,96.24436908,43162,90.88267498
1769,2014,2014/8/24,32774,77.3445981,27612,64.53060366,37227,82.20421322,35314,89.3708559,43941,92.52295123
1784,2014,2014/9/1,32054,75.64544296,25742,60.16032158,35103,77.51402199,34919,88.3712102,43974,92.59243662
1786,2014,2014/9/2,28434,67.10246849,26631,62.23795835,39042,86.21207437,31669,80.14627727,45010,94.77385665
1788,2014,2014/9/3,31251,73.75041299,21688,50.68592395,31771,70.15633971,27033,68.41372678,43922,92.4829445
1793,2014,2014/9/5,35541,83.87454571,27307,63.81780364,31203,68.90208895,26581,67.26982842,45255,95.28973301
1795,2014,2014/9/6,36867,87.0038231,27033,63.17745215,29590,65.34028176,24352,61.6287898,43623,91.85336478
1799,2014,2014/9/7,33894,79.98772832,25824,60.35195962,25219,55.68829219,25521,64.5872349,43564,91.72913333
1816,2014,2014/9/15,33144,78.21777505,35611,83.22466054,34028,75.14021994,29905,75.68203675,45306,95.39711951
1817,2014,2014/9/16,33812,79.79421343,35268,82.42305265,45205,99.82113678,37209,94.16662449,45719,96.26673966
1820,2014,2014/9/17,33500,79.05791287,34424,80.45058309,41870,92.45682993,38023,96.22665384,44662,94.04110166
1823,2014,2014/9/18,33649,79.40954359,41585,97.18619271,41440,91.5073091,37591,95.13337045,43432,91.45119178
1826,2014,2014/9/19,33322,78.63784396,42273,98.79408259,33837,74.71845603,35638,90.19081844,42733,89.97936495
1829,2014,2014/9/20,34334,81.02610091,27152,63.45556101,22506,49.69747825,38024,96.22918459,44570,93.84738482
1834,2014,2014/9/22,28893,68.1856799,26333,61.54151768,24632,54.39208585,37655,95.29533836,45126,95.01810831
1836,2014,2014/9/23,29754,70.21758626,25532,59.66954124,21625,47.75206466,34698,87.81191476,42662,89.82986608
1838,2014,2014/9/24,33292,78.56704583,38331,89.58143448,37148,82.02976637,34785,88.03208989,44079,92.81352649
